Mail Text,Label
"Shipping Inquiry: 150kg furniture from Chicago to LA, $500, payment terms 30 days",not spam
"Need transport for 120kg of electronic parts from San Francisco to Denver - $350, payment on delivery",not spam
"Transport Needed: 200kg of office supplies from Miami to NYC, $600, payment via invoice",not spam
"Request for Shipping: 100kg of perishables from Seattle to Dallas, $300 payment upon receipt",not spam
"Transport Request: 250kg of machinery from Toronto to Montreal, $800 total, terms 30 days",not spam
"Urgent Shipment: 300kg of toys from LA to NY, $450 payment due upon arrival",not spam
"Transport Required: 75kg of lab samples from Boston to Chicago, $200, standard payment terms",not spam
"Shipping Request: 500kg from CA to TX, $750 total, pay on delivery",not spam
"Request for Transport: 150kg of electronics from Seattle to Miami, $400, standard invoice terms",not spam
Urgent! 200kg shipment for only $1! Act fast!,spam
Don't Wait! 100kg for $10! Pay NOW!,spam
Limited Time Offer: Transport 300kg for $50! Hurry!,spam
Immediate Action Required: 150kg shipment for $5! Confirm payment!,spam
Urgent Deal: 250kg for only $100 - pay in crypto!,spam
Last Call! 100kg shipment for just $0.99! Limited spots!,spam
Act Fast! 200kg transport for $1! Payment details unclear!,spam
Exclusive Offer: Move your goods for $50! Act before midnight!,spam
Don't Miss Out: 150kg for $20! Pay instantly!,spam
Special Deal: 300kg for $150! Payment via untraceable method!,spam
"Transport Request: Urgent Shipment from LA to NY, 1000kg of electronics. Price: $500. Payment upon delivery confirmed. Please expedite processing.",not spam
Transport Quote Needed: 2000kg of furniture from Chicago to Miami. Total cost: $800. Payment in advance required. Contact us for details.,not spam
Request for Transport: 1500kg of perishable goods from Seattle to Dallas. Price: $600. Standard payment terms apply. Please confirm ASAP.,not spam
"Transport Inquiry: 500kg of textiles from San Francisco to Boston, $300. Payment due on delivery. Looking for a quick turnaround.",not spam
"Transport Needed: 800kg of machinery from Denver to Orlando. Price: $700, payment upon delivery. Kindly provide a quote soon.",not spam
"Immediate Transport Request: 300kg of medical supplies from Houston to Atlanta. Cost: $400, standard payment terms apply. Please confirm.",not spam
"Transport Needed: 1200kg of books from NYC to Chicago. Price: $650, payment in advance. Awaiting your confirmation on shipping.",not spam
Urgent Request: 600kg electronics from Portland to Miami. Price: $550. Payment before shipment required. Contact for immediate action.,not spam
"Transport Request: 900kg of frozen food from Seattle to San Diego, $450. Payment on delivery. Please respond with availability.",not spam
"Transport Inquiry: 400kg of artwork from Boston to Philadelphia. Total cost: $350, standard payment terms apply. Need fastest service.",not spam
"Urgent: Shipping Offer - $200 for 1000kg of products! Pay after delivery, but act fast! Limited time only!",spam
Last Chance! Get $50 off your next transport: 1500kg shipment for $300 only! Payment details unclear - act now!,spam
URGENT: Limited offer! Ship 2000kg for only $900! Secure payment through wire transfer only. Respond quickly!,spam
Amazing deal! Transport 500kg for just $100! Don't miss out!,spam
Flash Sale: Ship 1000kg for just $250! Unbelievable price! Send payment via PayPal ASAP!,spam
Final Call: Move 800kg for only $400! Pay via Western Union to secure this deal! Hurry!,spam
Exclusive Offer: 300kg transport for $150! Only accepting payments through unusual methods. Act now!,spam
Limited Time - $600 for 1200kg! Send payment via untraceable means! Don't let this slip away!,spam
"Hot Deal! 500kg shipment for $100! Payment upfront, but details are vague. Hurry, this won't last!",spam
Act Now! Ship 1500kg for $300! Payment in advance through odd channels only! Reply now!,spam
"VIP Transport Deal! 1000kg for just $400 - vague payment terms, but a great deal! Don't wait!",spam
Transport Request: 800kg of electronics from NYC to LA. Total cost: $700. Please provide an invoice and payment details.,not spam
"Transport Needed: 200kg of machinery from Seattle to Denver. Price to be discussed, payment due upon delivery.",not spam
Transport Inquiry: 1500kg of food products from Miami to Chicago. Cost: $800. Standard payment terms apply. Please confirm.,not spam
Shipping Request: 300kg of goods from Boston to New York. Price: $200. Payment before delivery required. Looking forward to your response.,not spam
"Transport Needed: 1000kg of furniture from Orlando to LA. Total cost: $600, with payment due on pickup. Need prompt service.",not spam
"Request for Freight: 500kg of textiles from Houston to Dallas. Price: $300, payment due upon delivery. Please reply ASAP.",not spam
Request: 450kg of electronic parts from Atlanta to Chicago. Total cost: $250. Payment on delivery confirmed.,not spam
"Transport Needed: 700kg of components from San Diego to Denver. Cost: $500. Payment terms are flexible, let’s discuss.",not spam
"Quote Request: 300kg of gym equipment from Portland to Seattle. Price: $400, payment upon delivery.",not spam
"Immediate Request: 1200kg of books from NYC to Chicago, $750. Payment upon delivery. Please send confirmation quickly.",not spam
"Deal of a Lifetime! Ship 2000kg for only $500! Payment in advance, but don't wait! Limited time!",spam
Don't Miss Out! Transport 1500kg for just $300! Pay via unusual methods only! Act fast!,spam
URGENT: Last chance to ship 1000kg for only $250! Payment through untraceable means! Hurry!,spam
Crazy Offer! Move 500kg for $175! This deal won't last!,spam
Urgent: Limited time deal on 1500kg shipment for just $450! Pay via untraceable methods! Respond now!,spam
Final Offer: Ship 1000kg for $400! Payment via Western Union only! Act now!,spam
"Hurry! 600kg transport for only $300! Pay before shipment, but we accept any method!",spam
Exclusive $250 offer for 300kg transport! Payment details vague - respond quickly!,spam
Don't Wait! $700 for 2000kg! Payment via PayPal only! Limited time offer!,spam
Act Now: $200 for 500kg shipment! Vague payment terms apply! Quick response needed!,spam
Ship 1200kg for $600! Payment through unclear terms. Don't let this deal slip away!,spam
Transport Request: 1000kg of supplies from Chicago to NY. Price: $550. Payment upon delivery. Please reply with availability.,not spam
"Request for Shipping: 700kg of goods from LA to Miami. Price: $400, payment on delivery. Looking forward to your confirmation.",not spam
Transport Needed: 900kg of materials from San Francisco to Seattle. Total cost: $650. Payment terms negotiable.,not spam
Transport Inquiry: 250kg of equipment from Boston to Philadelphia. Price: $300. Standard payment terms apply.,not spam
"Freight Request: 500kg of products from Houston to Atlanta, cost: $250. Payment upon delivery. Please confirm.",not spam
Transport Needed: 1500kg of furniture from Denver to LA. Price: $800. Payment required upon delivery.,not spam
Shipping Request: 400kg of textiles from Miami to Dallas. Total cost: $350. Standard payment terms apply.,not spam
Transport Quote Needed: 200kg of perishables from Chicago to Orlando. Total cost: $200. Payment in advance required.,not spam
Urgent Transport Request: 1000kg of electronics from NY to SF. Price: $700. Payment upon delivery. Please respond quickly.,not spam
"Request for Transport: 800kg of goods from Portland to Houston. Cost: $500, payment upon delivery confirmed.",not spam
Shipping Inquiry: 600kg of metal parts from Seattle to Boston. Total cost: $400. Payment terms standard.,not spam
Limited Offer! Transport 1000kg for just $100! Pay now through untraceable means!,spam
Special Deal: Ship 1500kg for $200! Unusual payment methods only! Don't miss out!,spam
"Act Fast! Move 500kg for only $50! Payment upfront, but details are sketchy!",spam
Final Call! Ship 2000kg for $800! Payment anonymously required! Reply ASAP!,spam
Last Minute Offer: 600kg transport for $250! Pay now to secure this deal!,spam
Crazy Shipping Deal! $300 for 800kg! Unclear payment terms! Act fast!,spam
Exclusive Offer: 400kg for only $150! Payment only via odd methods! Respond quickly!,spam
Flash Sale! 1200kg for $500! Payment through untraceable means only! Act now!,spam
Don't Wait! 2000kg for just $450! Vague payment terms apply! Hurry!,spam
Great Offer! Transport 1500kg for $350! Payment details unclear! Act fast!,spam
"Request for Transport: 5 tons of electronics from LA to NY, $2000. Please confirm payment via bank transfer within 5 days. Standard terms apply.",not spam
"Transport Needed: 10 pallets of furniture from Chicago to Miami, weight 1500kg. Quote: $1800. Payment on delivery, please confirm.",not spam
"Urgent Transport Request: 3 tons of fresh produce from Boston to DC, $1500. Payment due upon delivery via cash or check.",not spam
"Transport Inquiry: Need to ship 200 boxes of textiles from Seattle to Austin. Total weight is 1,800 kg. Price expected around $2,200. Payment terms are standard.",not spam
"Request for Quote: Shipping 1,000 kg of machinery from Houston to Denver, asking $1,800. Payment within 30 days, invoice sent post-delivery.",not spam
"Transport Request: 2 tons of books from San Francisco to New York, $900. Payment due immediately upon delivery.",not spam
"Request: Move 7 tons of auto parts from Detroit to Portland for $2,500. Payment upon delivery preferred. Please send confirmation.",not spam
